Tiempoinicio,col1,col2,col3,col4,col5,col6,col7,col8
2015-10-06 01:34:10,1.0,4.89,-0.75,2.83,1.0,4.24,-0.76,-0.02
2015-10-06 01:34:20,1.0,4.91,-0.74,2.58,1.0,4.31,-0.74,-0.12
2015-10-06 01:34:30,1.0,4.92,-0.69,2.84,0.9,4.34,-0.71,-0.02
2015-10-06 01:34:40,1.0,4.91,-0.73,3.43,1.0,4.37,-0.69,-0.04
2015-10-06 01:34:50,1.0,4.93,-0.66,2.51,1.1,4.41,-0.65,-0.14
2015-10-06 01:35:00,1.0,4.93,-0.62,3.04,0.9,4.54,-0.66,-0.0
2015-10-06 01:35:10,1.0,4.94,-0.62,2.53,1.0,4.51,-0.63,-0.14
2015-10-06 01:35:20,1.0,4.95,-0.59,2.57,1.0,4.52,-0.59,-0.24
2015-10-06 01:35:30,1.0,4.97,-0.56,2.34,1.0,4.62,-0.59,-0.23
2015-10-06 01:35:40,1.0,4.99,-0.52,2.18,0.9,4.55,-0.53,-0.23
2015-10-06 01:35:50,1.0,4.99,-0.52,2.16,1.0,4.64,-0.51,-0.13
2015-10-06 01:36:00,1.0,4.99,-0.5,1.84,1.0,4.64,-0.49,-0.25
2015-10-06 01:36:10,1.0,4.99,-0.41,1.99,1.0,4.68,-0.45,-0.35
2015-10-06 01:36:20,1.0,4.98,-0.41,1.54,0.9,4.71,-0.44,-0.23
2015-10-06 01:36:30,1.0,5.0,-0.36,1.34,1.0,4.72,-0.39,-0.38
2015-10-06 01:36:40,1.0,5.0,-0.32,1.84,1.0,4.8,-0.35,-0.51
2015-10-06 01:36:50,1.0,5.01,-0.31,0.67,1.0,4.8,-0.3,-0.46
2015-10-06 01:37:00,1.0,4.99,-0.28,1.16,1.0,4.81,-0.29,-0.42
2015-10-06 01:37:10,1.0,5.01,-0.26,0.46,1.0,4.87,-0.26,-0.52
2015-10-06 01:37:20,1.0,5.0,-0.21,0.9,1.0,4.87,-0.22,-0.5
2015-10-06 01:37:30,1.0,4.99,-0.18,0.8,0.9,4.83,-0.19,-0.67
2015-10-06 01:37:40,1.0,4.99,-0.17,0.33,1.0,4.86,-0.16,-0.65
2015-10-06 01:37:50,1.0,5.0,-0.11,-0.3,1.0,4.92,-0.09,-0.66
2015-10-06 01:38:00,1.0,5.0,-0.07,0.06,1.0,4.94,-0.11,-0.76
2015-10-06 01:38:10,1.0,4.98,-0.07,0.0,1.0,4.93,-0.05,-0.97
2015-10-06 01:38:20,1.0,4.94,-0.02,-0.39,1.0,4.94,0.02,-0.89
2015-10-06 01:38:30,1.0,4.97,0.03,-0.58,1.0,4.92,0.02,-0.81
2015-10-06 01:38:40,1.0,4.97,0.06,-0.83,1.0,5.0,0.07,-0.92
2015-10-06 01:38:50,1.0,4.99,0.1,-0.95,1.0,4.98,0.09,-0.98
2015-10-06 01:39:00,1.0,4.97,0.12,-0.95,1.0,4.96,0.12,-1.03
2015-10-06 01:39:10,1.0,4.96,0.15,-1.1,0.9,5.02,0.18,-1.11
2015-10-06 01:39:20,1.0,4.95,0.2,-1.59,1.0,5.03,0.2,-1.15
2015-10-06 01:39:30,1.0,4.92,0.24,-1.95,0.9,4.99,0.21,-1.23
2015-10-06 01:39:40,1.0,4.92,0.28,-1.97,1.0,5.06,0.27,-1.17
2015-10-06 01:39:50,1.0,4.9,0.31,-2.41,0.9,4.96,0.31,-1.24
2015-10-06 01:40:00,1.0,4.9,0.34,-1.68,1.0,5.06,0.33,-1.28
2015-10-06 01:40:10,1.0,4.88,0.35,-2.54,1.0,5.0,0.35,-1.32
2015-10-06 01:40:20,1.0,4.86,0.4,-2.49,0.9,4.98,0.42,-1.34
2015-10-06 01:40:30,1.0,4.89,0.41,-2.97,0.9,5.0,0.43,-1.48
2015-10-06 01:40:40,1.0,4.84,0.45,-2.66,0.9,4.98,0.47,-1.41
2015-10-06 01:40:50,1.0,4.8,0.51,-3.0,0.9,5.06,0.49,-1.6
2015-10-06 01:41:00,1.0,4.8,0.52,-3.72,0.9,4.92,0.51,-1.52
2015-10-06 01:41:10,1.0,4.79,0.55,-3.6,0.9,5.03,0.54,-1.78
2015-10-06 01:41:20,1.0,4.79,0.58,-3.37,0.9,4.96,0.55,-1.75
2015-10-06 01:41:30,1.0,4.77,0.6,-4.08,0.9,4.96,0.6,-1.77
2015-10-06 01:41:40,1.0,4.73,0.62,-4.19,0.9,5.02,0.6,-1.83
2015-10-06 01:41:50,1.0,4.75,0.68,-4.53,0.9,4.88,0.64,-1.71
2015-10-06 01:42:00,1.0,4.67,0.68,-4.69,0.9,4.9,0.7,-1.86
2015-10-06 01:42:10,1.0,4.67,0.7,-4.15,0.9,4.88,0.72,-1.87
2015-10-06 01:42:20,1.0,4.66,0.72,-4.49,0.8,4.84,0.74,-1.84
2015-10-06 01:42:30,1.0,4.66,0.77,-4.61,0.8,4.8,0.74,-2.02
2015-10-06 01:42:40,1.0,4.59,0.79,-4.74,0.9,4.86,0.77,-1.86
2015-10-06 01:42:50,1.0,4.6,0.8,-4.13,0.8,4.91,0.79,-1.97
2015-10-06 01:43:00,1.0,4.58,0.81,-5.4,0.7,4.78,0.8,-1.96
2015-10-06 01:43:10,1.0,4.54,0.85,-4.7,0.8,4.78,0.83,-1.99
2015-10-06 01:43:20,1.0,4.51,0.85,-4.81,0.7,4.71,0.86,-2.06
2015-10-06 01:43:30,1.0,4.49,0.85,-4.7,0.8,4.74,0.87,-1.87
2015-10-06 01:43:40,1.0,4.45,0.89,-5.13,0.8,4.69,0.91,-1.96
2015-10-06 01:43:50,1.0,4.44,0.9,-4.9,0.7,4.68,0.89,-2.07
2015-10-06 01:44:00,1.0,4.43,0.94,-5.61,0.7,4.68,0.93,-2.1
2015-10-06 01:44:10,1.0,4.4,0.94,-4.82,0.7,4.64,0.91,-2.07
2015-10-06 01:44:20,1.0,4.37,0.92,-5.4,0.7,4.61,0.94,-1.94
2015-10-06 01:44:30,1.0,4.37,0.94,-4.87,0.7,4.51,0.97,-2.0
2015-10-06 01:44:40,1.0,4.32,0.95,-4.81,0.7,4.49,0.95,-1.9
2015-10-06 01:44:50,1.0,4.29,0.97,-4.85,0.7,4.46,0.97,-1.97
2015-10-06 01:45:00,1.0,4.26,0.99,-4.84,0.6,4.42,1.01,-2.04
2015-10-06 01:45:10,1.0,4.24,1.0,-4.58,0.6,4.39,1.01,-1.8
2015-10-06 01:45:20,1.0,4.2,1.0,-4.36,0.6,4.28,1.0,-1.95
2015-10-06 01:45:30,1.0,4.16,1.0,-4.65,0.6,4.42,1.02,-1.94
2015-10-06 01:45:40,1.0,4.15,1.0,-4.64,0.5,4.29,0.98,-1.98
2015-10-06 01:45:50,0.0,4.09,0.99,-5.14,0.6,4.22,1.0,-1.71
2015-10-06 01:46:00,0.0,4.07,1.01,-4.73,0.6,4.21,0.99,-1.85
2015-10-06 01:46:10,0.0,4.04,1.01,-4.44,0.5,4.16,1.01,-1.89
2015-10-06 01:46:20,0.0,4.03,1.01,-4.5,0.5,4.1,0.98,-1.79
2015-10-06 01:46:30,1.0,3.99,1.0,-3.95,0.5,4.1,0.99,-1.75
2015-10-06 01:46:40,0.0,3.94,0.99,-3.6,0.5,3.96,0.97,-1.68
2015-10-06 01:46:50,0.0,3.9,0.96,-3.68,0.4,4.0,1.0,-1.72
2015-10-06 01:47:00,0.0,3.88,0.98,-3.09,0.5,4.0,1.0,-1.61
2015-10-06 01:47:10,0.0,3.84,1.01,-3.52,0.4,3.89,0.98,-1.61
2015-10-06 01:47:20,0.0,3.79,0.92,-3.03,0.4,3.82,0.97,-1.62
2015-10-06 01:47:30,0.0,3.75,0.94,-2.85,0.4,3.79,0.92,-1.45
2015-10-06 01:47:40,0.0,3.73,0.94,-2.8,0.3,3.71,0.93,-1.36
2015-10-06 01:47:50,0.0,3.68,0.94,-2.96,0.4,3.65,0.94,-1.27
2015-10-06 01:48:00,0.0,3.66,0.91,-2.76,0.3,3.6,0.92,-1.44
2015-10-06 01:48:10,0.0,3.64,0.88,-2.56,0.3,3.53,0.91,-1.43
2015-10-06 01:48:20,0.0,3.57,0.89,-2.49,0.3,3.52,0.89,-1.13
2015-10-06 01:48:30,0.0,3.58,0.86,-1.59,0.2,3.42,0.89,-1.19
2015-10-06 01:48:40,0.0,3.54,0.85,-1.77,0.2,3.42,0.86,-1.19
2015-10-06 01:48:50,0.0,3.48,0.84,-1.54,0.2,3.24,0.82,-1.16
2015-10-06 01:49:00,0.0,3.45,0.82,-1.47,0.2,3.3,0.81,-1.03
2015-10-06 01:49:10,0.0,3.41,0.8,-1.04,0.2,3.27,0.77,-1.11
2015-10-06 01:49:20,0.0,3.39,0.78,-0.98,0.2,3.18,0.75,-0.98
2015-10-06 01:49:30,0.0,3.34,0.74,-0.81,0.2,3.07,0.75,-0.87
2015-10-06 01:49:40,0.0,3.3,0.71,-0.29,0.1,3.07,0.75,-0.85
2015-10-06 01:49:50,0.0,3.26,0.68,-0.36,0.2,2.91,0.69,-0.8
2015-10-06 01:50:00,0.0,3.21,0.66,-0.46,0.1,2.91,0.67,-0.76
2015-10-06 01:50:10,0.0,3.21,0.63,0.18,0.1,2.79,0.62,-0.84
2015-10-06 01:50:20,0.0,3.17,0.6,0.48,0.1,2.78,0.6,-0.65
2015-10-06 01:50:30,0.0,3.12,0.58,1.04,0.1,2.63,0.59,-0.68
2015-10-06 01:50:40,0.0,3.05,0.56,0.26,0.1,2.7,0.54,-0.59
2015-10-06 01:50:50,-0.0,3.02,0.54,1.06,-0.0,2.61,0.56,-0.58
2015-10-06 01:51:00,-0.0,3.03,0.51,1.02,-0.0,2.52,0.52,-0.51
2015-10-06 01:51:10,-0.0,2.96,0.48,1.14,-0.0,2.39,0.47,-0.51
2015-10-06 01:51:20,-0.0,2.92,0.45,1.7,-0.0,2.42,0.43,-0.38
2015-10-06 01:51:30,-0.0,2.87,0.38,1.59,-0.0,2.4,0.38,-0.46
2015-10-06 01:51:40,-0.0,2.83,0.38,1.66,-0.1,2.24,0.36,-0.46
2015-10-06 01:51:50,-0.0,2.84,0.32,1.93,-0.2,2.16,0.34,-0.27
2015-10-06 01:52:00,-0.0,2.78,0.33,1.58,-0.1,2.05,0.32,-0.41
2015-10-06 01:52:10,-0.0,2.74,0.29,1.86,-0.2,1.99,0.24,-0.3
2015-10-06 01:52:20,-0.0,2.68,0.23,2.09,-0.2,1.95,0.28,-0.16
2015-10-06 01:52:30,-0.0,2.63,0.22,1.85,-0.2,1.9,0.22,-0.12
2015-10-06 01:52:40,-0.0,2.64,0.17,2.23,-0.2,1.83,0.17,-0.14
2015-10-06 01:52:50,-0.0,2.58,0.13,2.63,-0.2,1.68,0.12,-0.11
2015-10-06 01:53:00,-0.0,2.55,0.11,2.99,-0.2,1.63,0.1,-0.05
2015-10-06 01:53:10,-0.0,2.52,0.05,2.66,-0.3,1.53,0.06,-0.03
2015-10-06 01:53:20,-0.0,2.46,0.05,2.88,-0.2,1.54,0.03,-0.11
2015-10-06 01:53:30,-0.0,2.44,0.0,2.55,-0.3,1.39,-0.0,-0.07
2015-10-06 01:53:40,-0.0,2.41,-0.04,2.58,-0.3,1.31,-0.05,-0.11
2015-10-06 01:53:50,-0.0,2.38,-0.05,2.93,-0.3,1.24,-0.12,-0.03
2015-10-06 01:54:00,-0.0,2.35,-0.1,3.02,-0.3,1.19,-0.1,0.0
2015-10-06 01:54:10,-0.0,2.29,-0.12,2.99,-0.4,1.09,-0.13,0.02
2015-10-06 01:54:20,-0.0,2.26,-0.17,2.62,-0.3,1.1,-0.17,0.04
2015-10-06 01:54:30,-0.0,2.24,-0.19,2.92,-0.3,0.97,-0.19,-0.08
2015-10-06 01:54:40,-0.0,2.17,-0.25,2.59,-0.5,0.93,-0.25,0.01
2015-10-06 01:54:50,-0.0,2.14,-0.26,2.83,-0.4,0.87,-0.29,0.0
2015-10-06 01:55:00,-0.0,2.12,-0.29,3.68,-0.4,0.76,-0.28,-0.11
2015-10-06 01:55:10,-0.0,2.07,-0.32,2.95,-0.4,0.63,-0.33,-0.1
2015-10-06 01:55:20,-0.0,2.07,-0.36,2.83,-0.4,0.54,-0.39,0.06
2015-10-06 01:55:30,-1.0,2.02,-0.41,3.09,-0.5,0.5,-0.39,-0.08
2015-10-06 01:55:40,-1.0,2.0,-0.42,2.54,-0.5,0.45,-0.44,-0.08
2015-10-06 01:55:50,-1.0,1.95,-0.46,2.84,-0.6,0.33,-0.47,-0.09
2015-10-06 01:56:00,-1.0,1.94,-0.49,2.76,-0.5,0.24,-0.47,-0.09
2015-10-06 01:56:10,-1.0,1.89,-0.5,2.66,-0.6,0.22,-0.53,-0.23
2015-10-06 01:56:20,-1.0,1.87,-0.56,2.33,-0.6,0.14,-0.54,-0.16
2015-10-06 01:56:30,-1.0,1.84,-0.58,2.27,-0.7,-0.0,-0.57,-0.24
2015-10-06 01:56:40,-1.0,1.81,-0.62,2.12,-0.6,-0.09,-0.61,-0.13
2015-10-06 01:56:50,-1.0,1.76,-0.64,1.76,-0.7,-0.13,-0.61,-0.17
2015-10-06 01:57:00,-1.0,1.74,-0.66,1.65,-0.6,-0.22,-0.68,-0.26
2015-10-06 01:57:10,-1.0,1.7,-0.69,1.67,-0.7,-0.33,-0.7,-0.32
2015-10-06 01:57:20,-1.0,1.69,-0.7,1.29,-0.7,-0.35,-0.71,-0.37
2015-10-06 01:57:30,-1.0,1.66,-0.73,1.52,-0.7,-0.47,-0.7,-0.44
2015-10-06 01:57:40,-1.0,1.63,-0.77,1.3,-0.6,-0.53,-0.76,-0.5
2015-10-06 01:57:50,-1.0,1.6,-0.76,0.92,-0.7,-0.61,-0.78,-0.43
2015-10-06 01:58:00,-1.0,1.58,-0.78,0.78,-0.8,-0.66,-0.79,-0.53
2015-10-06 01:58:10,-1.0,1.53,-0.86,1.45,-0.7,-0.78,-0.82,-0.76
2015-10-06 01:58:20,-1.0,1.53,-0.86,0.51,-0.7,-0.89,-0.84,-0.65
2015-10-06 01:58:30,-1.0,1.47,-0.85,0.22,-0.8,-0.85,-0.87,-0.67
2015-10-06 01:58:40,-1.0,1.49,-0.87,-0.39,-0.8,-0.92,-0.88,-0.7
2015-10-06 01:58:50,-1.0,1.46,-0.89,0.33,-0.7,-1.06,-0.92,-0.74
2015-10-06 01:59:00,-1.0,1.42,-0.9,-0.25,-0.8,-1.17,-0.91,-0.79
2015-10-06 01:59:10,-1.0,1.4,-0.93,-0.43,-0.8,-1.24,-0.94,-0.86
2015-10-06 01:59:20,-1.0,1.39,-0.93,-0.94,-0.8,-1.26,-0.94,-1.03
2015-10-06 01:59:30,-1.0,1.36,-0.95,-0.84,-0.9,-1.37,-0.97,-0.89
2015-10-06 01:59:40,-1.0,1.33,-0.98,-1.13,-0.9,-1.45,-0.97,-0.94
2015-10-06 01:59:50,-1.0,1.31,-0.97,-1.56,-0.8,-1.53,-0.97,-1.03
2015-10-06 02:00:00,-1.0,1.3,-0.95,-1.47,-0.9,-1.63,-0.98,-1.16
2015-10-06 02:00:10,-1.0,1.29,-1.0,-2.0,-0.9,-1.67,-0.99,-1.17
2015-10-06 02:00:20,-1.0,1.29,-0.96,-1.72,-0.9,-1.75,-1.0,-1.21
2015-10-06 02:00:30,-1.0,1.24,-1.01,-1.89,-0.9,-1.82,-0.98,-1.19
2015-10-06 02:00:40,-1.0,1.23,-0.99,-1.73,-0.9,-1.85,-1.0,-1.35
2015-10-06 02:00:50,-1.0,1.19,-1.0,-2.81,-0.9,-1.93,-0.99,-1.28
2015-10-06 02:01:00,-1.0,1.19,-1.01,-2.87,-1.0,-2.05,-1.01,-1.43
2015-10-06 02:01:10,-1.0,1.18,-1.01,-2.11,-0.9,-2.07,-1.0,-1.34
2015-10-06 02:01:20,-1.0,1.18,-1.04,-2.76,-0.9,-2.16,-1.0,-1.48
2015-10-06 02:01:30,-1.0,1.16,-0.99,-3.37,-1.0,-2.23,-0.99,-1.54
2015-10-06 02:01:40,-1.0,1.14,-0.99,-3.24,-1.0,-2.28,-1.01,-1.63
2015-10-06 02:01:50,-1.0,1.1,-0.98,-3.47,-1.0,-2.45,-1.0,-1.69
2015-10-06 02:02:00,-1.0,1.12,-0.99,-3.63,-1.0,-2.44,-0.96,-1.56
2015-10-06 02:02:10,-1.0,1.1,-0.97,-3.86,-0.9,-2.55,-0.97,-1.8
2015-10-06 02:02:20,-1.0,1.07,-0.95,-4.44,-0.9,-2.57,-0.98,-1.8
2015-10-06 02:02:30,-1.0,1.06,-0.97,-4.39,-0.9,-2.65,-0.98,-1.83
2015-10-06 02:02:40,-1.0,1.04,-0.95,-4.6,-1.0,-2.68,-0.92,-1.73
2015-10-06 02:02:50,-1.0,1.04,-0.93,-3.94,-1.0,-2.79,-0.93,-1.84
2015-10-06 02:03:00,-1.0,1.06,-0.93,-4.74,-1.0,-2.88,-0.9,-1.85
2015-10-06 02:03:10,-1.0,1.02,-0.9,-4.98,-0.9,-2.89,-0.91,-1.99
2015-10-06 02:03:20,-1.0,1.04,-0.9,-5.1,-1.0,-2.97,-0.89,-1.9
2015-10-06 02:03:30,-1.0,1.03,-0.87,-4.58,-1.0,-3.07,-0.86,-1.85
2015-10-06 02:03:40,-1.0,1.01,-0.85,-4.81,-1.0,-3.07,-0.85,-1.97
2015-10-06 02:03:50,-1.0,1.01,-0.85,-4.73,-1.0,-3.17,-0.84,-1.96
2015-10-06 02:04:00,-1.0,0.98,-0.83,-4.87,-0.9,-3.26,-0.81,-1.93
2015-10-06 02:04:10,-1.0,0.99,-0.82,-5.29,-0.9,-3.35,-0.79,-2.04
2015-10-06 02:04:20,-1.0,1.0,-0.78,-5.58,-1.0,-3.36,-0.79,-2.03
2015-10-06 02:04:30,-1.0,1.03,-0.74,-5.26,-1.0,-3.4,-0.76,-2.09
2015-10-06 02:04:40,-1.0,0.99,-0.7,-4.96,-1.0,-3.45,-0.72,-1.99
2015-10-06 02:04:50,-1.0,1.01,-0.68,-4.77,-1.0,-3.55,-0.7,-2.21
2015-10-06 02:05:00,-1.0,1.01,-0.68,-4.96,-1.0,-3.6,-0.69,-2.04
2015-10-06 02:05:10,-1.0,0.99,-0.66,-4.72,-1.0,-3.59,-0.67,-1.93
2015-10-06 02:05:20,-1.0,1.02,-0.65,-5.08,-1.0,-3.64,-0.64,-1.94
2015-10-06 02:05:30,-1.0,1.02,-0.6,-5.02,-1.0,-3.75,-0.61,-2.0
2015-10-06 02:05:40,-1.0,1.0,-0.57,-4.93,-1.0,-3.8,-0.56,-2.01
2015-10-06 02:05:50,-1.0,0.99,-0.57,-5.12,-1.0,-3.86,-0.58,-1.9
2015-10-06 02:06:00,-1.0,0.99,-0.53,-4.91,-1.0,-3.87,-0.53,-1.88
2015-10-06 02:06:10,-1.0,1.05,-0.5,-4.87,-1.0,-3.91,-0.5,-1.83
2015-10-06 02:06:20,-1.0,1.03,-0.46,-4.6,-1.1,-4.02,-0.46,-1.97
2015-10-06 02:06:30,-1.0,1.04,-0.44,-4.57,-1.0,-4.07,-0.43,-1.9
2015-10-06 02:06:40,-1.0,1.07,-0.41,-3.99,-1.0,-4.07,-0.4,-1.81
2015-10-06 02:06:50,-1.0,1.05,-0.37,-4.18,-1.1,-4.12,-0.39,-1.88
2015-10-06 02:07:00,-1.0,1.07,-0.34,-4.79,-1.0,-4.17,-0.34,-1.78
2015-10-06 02:07:10,-1.0,1.06,-0.32,-4.17,-1.0,-4.18,-0.31,-1.66
2015-10-06 02:07:20,-1.0,1.06,-0.28,-3.46,-1.0,-4.31,-0.28,-1.83
2015-10-06 02:07:30,-1.0,1.08,-0.24,-3.95,-1.0,-4.32,-0.25,-1.66
2015-10-06 02:07:40,-1.0,1.11,-0.21,-3.63,-0.9,-4.32,-0.19,-1.69
2015-10-06 02:07:50,-1.0,1.1,-0.17,-3.08,-1.0,-4.33,-0.16,-1.59
2015-10-06 02:08:00,-1.0,1.11,-0.13,-3.29,-0.9,-4.38,-0.13,-1.65
2015-10-06 02:08:10,-1.0,1.14,-0.12,-3.38,-1.0,-4.47,-0.11,-1.59
2015-10-06 02:08:20,-1.0,1.15,-0.07,-2.98,-0.9,-4.48,-0.05,-1.45
2015-10-06 02:08:30,-1.0,1.19,-0.01,-2.72,-0.9,-4.51,-0.02,-1.5
2015-10-06 02:08:40,-1.0,1.2,0.0,-2.49,-0.9,-4.54,0.01,-1.23
2015-10-06 02:08:50,-1.0,1.19,0.03,-2.92,-0.9,-4.57,0.03,-1.33
2015-10-06 02:09:00,-1.0,1.2,0.09,-2.38,-0.9,-4.61,0.08,-1.28
2015-10-06 02:09:10,-1.0,1.23,0.11,-2.59,-0.9,-4.71,0.08,-1.29
2015-10-06 02:09:20,-1.0,1.25,0.14,-1.94,-0.9,-4.75,0.14,-1.2
2015-10-06 02:09:30,-1.0,1.26,0.18,-1.65,-0.9,-4.63,0.17,-1.1
2015-10-06 02:09:40,-1.0,1.28,0.22,-1.36,-0.9,-4.73,0.21,-1.04
2015-10-06 02:09:50,-1.0,1.32,0.26,-1.53,-0.9,-4.76,0.25,-1.02
2015-10-06 02:10:00,-1.0,1.31,0.27,-0.91,-0.9,-4.77,0.28,-1.12
2015-10-06 02:10:10,-1.0,1.37,0.33,-1.13,-0.8,-4.8,0.31,-1.16
2015-10-06 02:10:20,-1.0,1.35,0.35,-0.1,-0.9,-4.75,0.32,-0.98
2015-10-06 02:10:30,-1.0,1.39,0.36,-0.49,-0.8,-4.87,0.38,-0.83
2015-10-06 02:10:40,-1.0,1.43,0.41,-0.51,-0.8,-4.91,0.39,-0.77
2015-10-06 02:10:50,-1.0,1.44,0.45,0.25,-0.8,-4.81,0.43,-0.8
2015-10-06 02:11:00,-1.0,1.45,0.46,0.66,-0.8,-4.9,0.47,-0.73
2015-10-06 02:11:10,-1.0,1.5,0.48,0.12,-0.7,-4.91,0.51,-0.8
2015-10-06 02:11:20,-1.0,1.51,0.52,0.36,-0.7,-4.91,0.53,-0.66
2015-10-06 02:11:30,-1.0,1.54,0.53,0.42,-0.8,-4.86,0.56,-0.73
2015-10-06 02:11:40,-1.0,1.59,0.58,0.5,-0.7,-4.93,0.58,-0.6
2015-10-06 02:11:50,-1.0,1.59,0.59,1.01,-0.7,-4.98,0.6,-0.66
2015-10-06 02:12:00,-1.0,1.66,0.65,1.23,-0.7,-5.01,0.62,-0.34
2015-10-06 02:12:10,-1.0,1.64,0.67,1.68,-0.7,-4.99,0.66,-0.41
2015-10-06 02:12:20,-1.0,1.67,0.67,1.46,-0.7,-4.95,0.71,-0.4
2015-10-06 02:12:30,-1.0,1.7,0.71,1.45,-0.7,-5.0,0.72,-0.33
2015-10-06 02:12:40,-1.0,1.73,0.69,1.92,-0.6,-5.01,0.73,-0.29
2015-10-06 02:12:50,-1.0,1.74,0.77,2.09,-0.6,-4.98,0.76,-0.23
2015-10-06 02:13:00,-1.0,1.79,0.8,1.98,-0.6,-5.0,0.78,-0.28
2015-10-06 02:13:10,-1.0,1.81,0.81,2.05,-0.6,-5.04,0.82,-0.25
2015-10-06 02:13:20,-1.0,1.87,0.83,2.14,-0.6,-5.01,0.84,-0.18
2015-10-06 02:13:30,-1.0,1.89,0.83,2.72,-0.5,-4.96,0.85,-0.14
2015-10-06 02:13:40,-1.0,1.9,0.86,2.07,-0.5,-5.01,0.84,-0.14
2015-10-06 02:13:50,-1.0,1.96,0.87,2.25,-0.6,-4.97,0.9,-0.04
2015-10-06 02:14:00,-1.0,1.98,0.89,2.61,-0.5,-5.05,0.9,-0.06
2015-10-06 02:14:10,-0.0,2.0,0.91,2.82,-0.5,-4.93,0.9,-0.12
2015-10-06 02:14:20,-1.0,2.03,0.92,2.79,-0.5,-4.95,0.92,0.02
2015-10-06 02:14:30,-0.0,2.07,0.94,2.67,-0.5,-4.96,0.93,0.01
2015-10-06 02:14:40,-0.0,2.11,0.93,3.21,-0.4,-4.93,0.95,-0.05
2015-10-06 02:14:50,-0.0,2.14,0.96,2.74,-0.5,-4.97,0.98,-0.0
2015-10-06 02:15:00,-0.0,2.17,0.97,2.76,-0.4,-4.98,0.99,0.01
2015-10-06 02:15:10,-0.0,2.23,0.96,2.78,-0.4,-4.93,0.97,0.0
2015-10-06 02:15:20,-0.0,2.24,0.96,3.0,-0.3,-4.93,0.98,-0.03
2015-10-06 02:15:30,-0.0,2.29,0.97,3.11,-0.4,-4.94,0.99,0.1
2015-10-06 02:15:40,-0.0,2.3,1.0,2.81,-0.3,-4.87,0.99,0.08
2015-10-06 02:15:50,-0.0,2.35,1.0,3.16,-0.4,-4.9,1.0,-0.02
2015-10-06 02:16:00,-0.0,2.37,1.03,2.7,-0.3,-4.77,1.0,0.01
2015-10-06 02:16:10,-0.0,2.43,1.0,2.98,-0.3,-4.84,0.99,-0.08
2015-10-06 02:16:20,-0.0,2.45,1.0,2.84,-0.2,-4.83,1.01,-0.15
2015-10-06 02:16:30,-0.0,2.5,0.99,2.86,-0.2,-4.76,1.02,-0.03
2015-10-06 02:16:40,-0.0,2.53,0.99,2.48,-0.2,-4.72,0.99,-0.02
2015-10-06 02:16:50,-0.0,2.57,1.0,2.63,-0.2,-4.65,1.0,-0.1
2015-10-06 02:17:00,-0.0,2.6,0.98,2.28,-0.2,-4.74,1.0,-0.17
2015-10-06 02:17:10,-0.0,2.63,0.99,2.26,-0.2,-4.69,0.97,-0.17
2015-10-06 02:17:20,-0.0,2.65,0.97,2.32,-0.1,-4.64,0.95,-0.17
2015-10-06 02:17:30,-0.0,2.69,0.97,2.52,-0.1,-4.59,0.96,0.01
2015-10-06 02:17:40,-0.0,2.74,0.96,2.2,-0.1,-4.61,0.94,-0.38
2015-10-06 02:17:50,-0.0,2.8,0.95,1.65,-0.1,-4.47,0.97,-0.4
2015-10-06 02:18:00,-0.0,2.84,0.95,1.54,-0.1,-4.43,0.93,-0.32
2015-10-06 02:18:10,-0.0,2.87,0.91,1.8,-0.1,-4.47,0.9,-0.23
2015-10-06 02:18:20,-0.0,2.88,0.89,1.09,-0.0,-4.44,0.91,-0.39
2015-10-06 02:18:30,-0.0,2.95,0.89,1.06,-0.0,-4.42,0.86,-0.41
2015-10-06 02:18:40,-0.0,2.98,0.89,1.02,-0.0,-4.33,0.86,-0.54
2015-10-06 02:18:50,0.0,3.03,0.86,0.77,-0.0,-4.26,0.85,-0.59
2015-10-06 02:19:00,-0.0,3.06,0.85,1.17,0.0,-4.21,0.83,-0.5
2015-10-06 02:19:10,0.0,3.1,0.81,0.42,0.0,-4.26,0.83,-0.65
2015-10-06 02:19:20,0.0,3.15,0.79,0.27,0.1,-4.22,0.8,-0.67
2015-10-06 02:19:30,0.0,3.16,0.78,-0.35,0.1,-4.1,0.77,-0.8
2015-10-06 02:19:40,0.0,3.21,0.73,-0.09,0.1,-4.03,0.75,-0.8
2015-10-06 02:19:50,0.0,3.23,0.73,-0.48,0.1,-4.04,0.74,-0.85
2015-10-06 02:20:00,0.0,3.29,0.7,-0.31,0.1,-3.93,0.74,-0.82
2015-10-06 02:20:10,0.0,3.31,0.66,-0.92,0.2,-3.96,0.69,-0.82
2015-10-06 02:20:20,0.0,3.35,0.67,-0.69,0.1,-3.86,0.66,-0.83
2015-10-06 02:20:30,0.0,3.4,0.62,-0.8,0.2,-3.92,0.64,-1.09
2015-10-06 02:20:40,0.0,3.45,0.63,-0.98,0.2,-3.82,0.62,-0.98
2015-10-06 02:20:50,0.0,3.48,0.59,-1.49,0.2,-3.75,0.58,-1.02
2015-10-06 02:21:00,0.0,3.5,0.53,-1.57,0.2,-3.74,0.55,-1.19
2015-10-06 02:21:10,0.0,3.55,0.53,-1.78,0.2,-3.66,0.51,-1.11
2015-10-06 02:21:20,0.0,3.57,0.49,-1.94,0.3,-3.63,0.49,-1.32
